rank,athlete,age,school,eventName,eventCategory,round,seed,mark,wind,points
20,Earnest Turnbull,17,St. Jago High,200 Meter Dash,Track,NA,22.56,23.18,NA,NA
21,Dean Jenkins,17,St. James High,200 Meter Dash,Track,NA,23.04,23.65,NA,NA
--,George Fearon,17,Calabar High,200 Meter Dash,Track,NA,null,22.41,NA,NA
--,Rajiv Service,19,Munro College,200 Meter Dash,Track,NA,null,22.44,NA,NA
--,Kavean Smith,19,Jamaica College,200 Meter Dash,Track,NA,22.38,DNF,NA,NA
1,Clive Pullen,16,Kingston College,Long Jump,Field,NA,7.00m,7.13m,NA,NA
2,Krishna Christie,16,St. Jago High,Long Jump,Field,NA,6.64m,6.59m,NA,NA
3,Maulford Smith,16,Wolmers' Boys,Long Jump,Field,NA,6.85m,6.43m,NA,NA
4,Gavin Gibson,15,Jamaica College,Long Jump,Field,NA,6.36m,6.37m,NA,NA
4,Jullane Walker,15,Calabar High,Long Jump,Field,NA,6.56m,6.37m,NA,NA
6,Taddale Simpson,15,Cornwall College,Long Jump,Field,NA,5.64m,6.23m,NA,NA
7,Nicholas Smith,16,Donald Quarrie,Long Jump,Field,NA,6.04m,6.14m,NA,NA
8,Anthony Bailey,15,Munro College,Long Jump,Field,NA,6.48m,6.05m,NA,NA
9,Leon Morris,16,Maud McLEOD,Long Jump,Field,NA,6.13m,5.97m,NA,NA
9,Rushawn Mills,16,St. Elizabeth TE,Long Jump,Field,NA,6.34m,5.97m,NA,NA
11,Jordan Clarke,16,Mannings High,Long Jump,Field,NA,5.90m,5.87m,NA,NA
12,Richard Lynch,15,Old Harbour High,Long Jump,Field,NA,5.95m,5.78m,NA,NA
13,Omario Maxwell,16,Rusea's High,Long Jump,Field,NA,5.89m,5.77m,NA,NA
14,Kimarley Bennett,16,Bridgeport,Long Jump,Field,NA,6.36m,5.76m,NA,NA
15,Rasheed Cunningham,16,Green Island High,Long Jump,Field,NA,5.64m,5.18m,NA,NA
--,Odeairo Hines,16,Herbert Morrison,Long Jump,Field,NA,6.30m,DNS,NA,NA
--,Thero Walker,16,St. Mary High,Long Jump,Field,NA,6.11m,DNS,NA,NA
1,Javauny Hyde,15,Wolmers' Boys,Long Jump,Field,NA,6.51m,6.86m,NA,NA
2,Alex Rookwood,16,Hydel High,Long Jump,Field,NA,6.40m,6.74m,NA,NA
3,Antonio Henry,16,Kingston College,Long Jump,Field,NA,6.20m,6.65m,NA,NA
4,Jyuset Hall,16,Calabar High,Long Jump,Field,NA,6.98m,6.63m,NA,NA
5,Dudley Boeldak,16,Ardenne High,Long Jump,Field,NA,6.51m,6.47m,NA,NA
6,Dabarie Spence,16,Excelsior High,Long Jump,Field,NA,6.34m,6.46m,NA,NA
7,Tyrone Mollison,16,Munro College,Long Jump,Field,NA,6.31m,6.40m,NA,NA
8,Nicholas Phynn,16,Jamaica College,Long Jump,Field,NA,6.93m,6.26m,NA,NA
9,Javon Battick,16,St. Jago High,Long Jump,Field,NA,6.07m,6.24m,NA,NA
10,Oshane Taylor,16,St. Elizabeth TE,Long Jump,Field,NA,6.38m,6.03m,NA,NA
11,Leonardo Reid,16,Bog Walk,Long Jump,Field,NA,6.06m,5.98m,NA,NA
12,Paul Barrett,15,Holmwood Technical,Long Jump,Field,NA,6.19m,5.93m,NA,NA
13,Brian Barrett,16,Campion College,Long Jump,Field,NA,5.57m,5.87m,NA,NA
14,Romario Reneil Atkins,16,Jose Marti,Long Jump,Field,NA,5.65m,5.84m,NA,NA
15,Jermaine Allen,15,Petersfield High,Long Jump,Field,NA,5.60m,5.45m,NA,NA
15,Jermaine Grant,16,Guy's Hill High,Long Jump,Field,NA,5.90m,5.45m,NA,NA
--,Basil Thompson,16,Herbert Morrison,Long Jump,Field,NA,6.02m,ND,NA,NA
--,Conrad Garrick,16,Ferncourt High,Long Jump,Field,NA,5.83m,DNS,NA,NA
1,Clive Pullen,16,Kingston College,Long Jump,Field,NA,7.00m,7.13m,NA,NA
2,Javauny Hyde,15,Wolmers' Boys,Long Jump,Field,NA,6.51m,6.86m,NA,NA
3,Alex Rookwood,16,Hydel High,Long Jump,Field,NA,6.40m,6.74m,NA,NA
4,Antonio Henry,16,Kingston College,Long Jump,Field,NA,6.20m,6.65m,NA,NA
5,Jyuset Hall,16,Calabar High,Long Jump,Field,NA,6.98m,6.63m,NA,NA
6,Krishna Christie,16,St. Jago High,Long Jump,Field,NA,6.64m,6.59m,NA,NA
7,Dudley Boeldak,16,Ardenne High,Long Jump,Field,NA,6.51m,6.47m,NA,NA
8,Dabarie Spence,16,Excelsior High,Long Jump,Field,NA,6.34m,6.46m,NA,NA
9,Maulford Smith,16,Wolmers' Boys,Long Jump,Field,NA,6.85m,6.43m,NA,NA
10,Tyrone Mollison,16,Munro College,Long Jump,Field,NA,6.31m,6.40m,NA,NA
11,Gavin Gibson,15,Jamaica College,Long Jump,Field,NA,6.36m,6.37m,NA,NA
11,Jullane Walker,15,Calabar High,Long Jump,Field,NA,6.56m,6.37m,NA,NA
13,Nicholas Phynn,16,Jamaica College,Long Jump,Field,NA,6.93m,6.26m,NA,NA
14,Javon Battick,16,St. Jago High,Long Jump,Field,NA,6.07m,6.24m,NA,NA
15,Taddale Simpson,15,Cornwall College,Long Jump,Field,NA,5.64m,6.23m,NA,NA
16,Nicholas Smith,16,Donald Quarrie,Long Jump,Field,NA,6.04m,6.14m,NA,NA
17,Anthony Bailey,15,Munro College,Long Jump,Field,NA,6.48m,6.05m,NA,NA
18,Oshane Taylor,16,St. Elizabeth TE,Long Jump,Field,NA,6.38m,6.03m,NA,NA
19,Leonardo Reid,16,Bog Walk,Long Jump,Field,NA,6.06m,5.98m,NA,NA
20,Leon Morris,16,Maud McLEOD,Long Jump,Field,NA,6.13m,5.97m,NA,NA
20,Rushawn Mills,16,St. Elizabeth TE,Long Jump,Field,NA,6.34m,5.97m,NA,NA
22,Paul Barrett,15,Holmwood Technical,Long Jump,Field,NA,6.19m,5.93m,NA,NA
23,Jordan Clarke,16,Mannings High,Long Jump,Field,NA,5.90m,5.87m,NA,NA
23,Brian Barrett,16,Campion College,Long Jump,Field,NA,5.57m,5.87m,NA,NA
25,Romario Reneil Atkins,16,Jose Marti,Long Jump,Field,NA,5.65m,5.84m,NA,NA
26,Richard Lynch,15,Old Harbour High,Long Jump,Field,NA,5.95m,5.78m,NA,NA
27,Omario Maxwell,16,Rusea's High,Long Jump,Field,NA,5.89m,5.77m,NA,NA
28,Kimarley Bennett,16,Bridgeport,Long Jump,Field,NA,6.36m,5.76m,NA,NA
29,Jermaine Allen,15,Petersfield High,Long Jump,Field,NA,5.60m,5.45m,NA,NA
29,Jermaine Grant,16,Guy's Hill High,Long Jump,Field,NA,5.90m,5.45m,NA,NA
31,Rasheed Cunningham,16,Green Island High,Long Jump,Field,NA,5.64m,5.18m,NA,NA
--,Basil Thompson,16,Herbert Morrison,Long Jump,Field,NA,6.02m,ND,NA,NA
--,Thero Walker,16,St. Mary High,Long Jump,Field,NA,6.11m,DNS,NA,NA
--,Odeairo Hines,16,Herbert Morrison,Long Jump,Field,NA,6.30m,DNS,NA,NA
--,Conrad Garrick,16,Ferncourt High,Long Jump,Field,NA,5.83m,DNS,NA,NA
1,Alec-Verne Longmore,16,Jamaica College,Shot Put,Field,NA,12.54m,15.45m,null,9
2,Demar Gayle,15,Edwin Allen High,Shot Put,Field,NA,12.88m,14.38m,null,7
3,Orega Welch,16,Lennon High,Shot Put,Field,NA,13.62m,14.19m,null,6
4,Emmanuel Mayanja,16,Ardenne High,Shot Put,Field,NA,12.12m,14.07m,null,5
5,Jordan Forbes,16,Kingston College,Shot Put,Field,NA,13.04m,13.82m,null,4
6,Dwayne Sicheran,16,Mannings High,Shot Put,Field,NA,12.39m,13.48m,null,3
7,Alexander Parkinson,15,Jamaica College,Shot Put,Field,NA,12.10m,13.46m,null,2
8,Derrick Pitt,16,St. Jago High,Shot Put,Field,NA,12.66m,13.37m,null,1
9,Mikhail Powell,15,Munro College,Shot Put,Field,NA,12.41m,13.10m,null,null
10,Sanjay Reid,16,Foga Road High,Shot Put,Field,NA,12.68m,12.71m,null,null
11,Chad Harris,16,St. Jago High,Shot Put,Field,NA,12.96m,12.70m,null,null
12,Stevon Crooks,15,Petersfield High,Shot Put,Field,NA,12.16m,12.63m,null,null
13,Christopher Brown,16,Calabar High,Shot Put,Field,NA,13.22m,12.58m,null,null
14,Zaavan Richards,16,Kingston College,Shot Put,Field,NA,13.08m,12.31m,null,null
15,Glenford Watson,16,Petersfield High,Shot Put,Field,NA,12.82m,12.30m,null,null
16,Orain Clair,16,Foga Road High,Shot Put,Field,NA,12.08m,12.25m,null,null
17,Romario Willis,15,Buff Bay High,Shot Put,Field,NA,12.28m,12.23m,null,null
18,Javaunie Francis,15,Balaclava High,Shot Put,Field,NA,12.14m,11.94m,null,null
1,Kellion Knibb,17,St. Jago High,Javelin Throw,Field,NA,40.00m,35.81m,NA,NA
2,Veleisha Walker,19,Immaculate Conce,Javelin Throw,Field,NA,28.12m,31.99m,NA,NA
3,Taleika Harris-Nelson,18,Vere Technical,Javelin Throw,Field,NA,29.45m,30.84m,NA,NA
4,Kenisha Stewart,19,Edwin Allen High,Javelin Throw,Field,NA,34.97m,30.28m,NA,NA
5,Shereece Smith,16,Manchester High,Javelin Throw,Field,NA,30.39m,30.23m,NA,NA
6,Deveena Nation,17,Buff Bay High,Javelin Throw,Field,NA,32.12m,29.78m,NA,NA
7,Gleneve Grange,16,Holmwood Technical,Javelin Throw,Field,NA,28.20m,29.62m,NA,NA
8,Alethia Edwards,17,Wolmers Girls,Javelin Throw,Field,NA,31.52m,28.78m,NA,NA
9,Georgia Williams,17,St. Andrew High,Javelin Throw,Field,NA,29.98m,26.17m,NA,NA
10,Kglesia Hunter,16,Seaforth High,Javelin Throw,Field,NA,24.50m,26.15m,NA,NA
11,Ashlee Mowatt,18,St. Hugh's High,Javelin Throw,Field,NA,21.91m,22.92m,NA,NA
--,Janeil Brown,15,Holy Trinity High,Javelin Throw,Field,NA,22.75m,DNS,NA,NA
--,Omesha Locke,16,Mannings High,Javelin Throw,Field,NA,21.40m,DNS,NA,NA
1,Serena Canegan,19,Vere Technical,Javelin Throw,Field,NA,33.80m,34.91m,NA,NA
2,Shantay Stephens,17,Holmwood Technical,Javelin Throw,Field,NA,35.45m,32.66m,NA,NA
3,Danniel Thomas,18,Edwin Allen High,Javelin Throw,Field,NA,36.16m,31.54m,NA,NA
4,Kristen Deacon,15,Wolmers Girls,Javelin Throw,Field,NA,30.93m,29.07m,NA,NA
5,Nayoka Clunis,15,Excelsior High,Javelin Throw,Field,NA,29.00m,29.05m,NA,NA
6,MACY McFarlane,16,Happy Grove High,Javelin Throw,Field,NA,null,27.27m,NA,NA
7,Ladonnia Walsh,18,St. Andrew High,Javelin Throw,Field,NA,25.70m,27.14m,NA,NA
8,Gabrielle Murdock,17,Immaculate Conce,Javelin Throw,Field,NA,30.43m,27.00m,NA,NA
9,Shantal Reid,19,Titchfield High,Javelin Throw,Field,NA,27.70m,23.21m,NA,NA
10,Shanique Myers,19,Oberlin High,Javelin Throw,Field,NA,28.33m,22.73m,NA,NA
--,Sheena Powell,17,Manchester High,Javelin Throw,Field,NA,26.42m,FOUL,NA,NA
--,Tonique Sobah,19,St. Jago High,Javelin Throw,Field,NA,35.00m,FOUL,NA,NA
--,Parris Lynch,16,St. Hugh's High,Javelin Throw,Field,NA,22.22m,FOUL,NA,NA
1,Tonique Sobah,19,St. Jago High,100 Meter Hurdles Heptathlon,Track,NA,null,14.54,-1.8,90
2,Lexanna Morgan,17,Convent OF Mercy,100 Meter Hurdles Heptathlon,Track,NA,null,14.86,-2.4,86
3,Trudy McCalla,17,Oberlin High,100 Meter Hurdles Heptathlon,Track,NA,null,15.97,-1.8,71
4,Rashema Briscoe,17,Edwin Allen High,100 Meter Hurdles Heptathlon,Track,NA,null,16.04,-1.8,70
5,Gleneve Grange,16,Holmwood Technical,100 Meter Hurdles Heptathlon,Track,NA,null,16.82,-2.4,61
6,Serena Canegan,19,Vere Technical,100 Meter Hurdles Heptathlon,Track,NA,null,16.91,-2.4,60
7,Shanice Grant,18,Wolmers Girls,100 Meter Hurdles Heptathlon,Track,NA,null,17.24,-1.8,57
8,Georgia Williams,17,St. Andrew High,100 Meter Hurdles Heptathlon,Track,NA,null,18.53,-1.8,43
--,Nicola Dixon,17,Glengoffe High,100 Meter Hurdles Heptathlon,Track,NA,null,DNS,-2.4,null
1,Rushelle Burton,13,St. Andrew High,70 Meter Hurdles,Track,NA,10.85,11.10,NA,NA
2,Jody-Ann Petrie,13,Excelsior High,70 Meter Hurdles,Track,NA,11.61,11.31,NA,NA
3,Brittani Thompson,13,Hydel High,70 Meter Hurdles,Track,NA,11.96,11.35,NA,NA
4,Tashauna Griffiths,13,Jonathan Grant High,70 Meter Hurdles,Track,NA,11.53,11.54,NA,NA
5,Tashay Givans,13,Oberlin High,70 Meter Hurdles,Track,NA,11.91,12.81,NA,NA
6,Raphana Brown,13,Buff Bay High,70 Meter Hurdles,Track,NA,12.64,13.05,NA,NA
--,Tishauna Hemmings,13,Glengoffe High,70 Meter Hurdles,Track,NA,12.64,DNS,NA,NA
1,Janeek Brown,13,Wolmers Girls,70 Meter Hurdles,Track,NA,11.04,11.04,NA,NA
2,Sidney Marshall,12,Manchester High,70 Meter Hurdles,Track,NA,11.52,11.14,NA,NA
3,Chardonna Michael-Coley,13,Holy Childhood,70 Meter Hurdles,Track,NA,11.99,12.45,NA,NA
4,Tissann Hickling,13,St. Jago High,70 Meter Hurdles,Track,NA,11.62,12.57,NA,NA
5,Treselle Grant,12,Titchfield High,70 Meter Hurdles,Track,NA,12.51,13.49,NA,NA
6,Natasha Chang,13,Holmwood Technical,70 Meter Hurdles,Track,NA,11.77,14.01,NA,NA
1,Voshon Lynch,13,Excelsior High,70 Meter Hurdles,Track,NA,11.69,11.89,NA,NA
2,Kaydean Vassel,13,St. Andrew High,70 Meter Hurdles,Track,NA,11.48,11.91,NA,NA
3,Ayeshia Morgan,13,Hydel High,70 Meter Hurdles,Track,NA,11.30,12.16,NA,NA
4,Patrice Moody,13,Edwin Allen High,70 Meter Hurdles,Track,NA,11.81,12.17,NA,NA
5,Trisanya Mitchell,13,Wolmers Girls,70 Meter Hurdles,Track,NA,12.00,12.30,NA,NA
6,Gabrielle Foster,13,Convent OF Mercy,70 Meter Hurdles,Track,NA,12.06,12.38,NA,NA
1,Zinedine Russell,12,Convent OF Mercy,70 Meter Hurdles,Track,NA,11.42,11.73,NA,NA
2,Colestia Baker,13,Holmwood Technical,70 Meter Hurdles,Track,NA,11.69,11.85,NA,NA
3,Shanice Burrell,13,Buff Bay High,70 Meter Hurdles,Track,NA,11.84,12.38,NA,NA
4,Shellece Clark,12,Edwin Allen High,70 Meter Hurdles,Track,NA,12.21,12.40,NA,NA
5,Keisha Smith,13,Donald Quarrie,70 Meter Hurdles,Track,NA,12.10,12.79,NA,NA
6,Safiya Thompson,13,St. Jago High,70 Meter Hurdles,Track,NA,11.42,12.90,NA,NA
1,Yanique Thompson,15,Holmwood Technical,80 Meter Hurdles,Track,NA,11.58,11.48,NA,NA
2,Georgiana Gordon,15,St. Jago High,80 Meter Hurdles,Track,NA,12.18,12.18,NA,NA
3,Oweneika Watson,15,Buff Bay High,80 Meter Hurdles,Track,NA,12.07,12.26,NA,NA
4,Shannell Hibbert,14,Camperdown High,80 Meter Hurdles,Track,NA,12.76,12.82,NA,NA
5,Lorriane Cassanova,15,Manchester High,80 Meter Hurdles,Track,NA,12.93,13.29,NA,NA
6,Chriss-Ann Thomas,15,St. Catherine High,80 Meter Hurdles,Track,NA,13.79,13.56,NA,NA
7,Gizelle Baxter,15,Holy Trinity High,80 Meter Hurdles,Track,NA,13.82,14.43,NA,NA
1,Peta-Gay Williams,15,Camperdown High,80 Meter Hurdles,Track,NA,11.60,12.15,NA,NA
2,Dawna Young,14,Wolmers Girls,80 Meter Hurdles,Track,NA,12.07,12.41,NA,NA
3,Latavia Coombs,15,Holmwood Technical,80 Meter Hurdles,Track,NA,12.14,12.44,NA,NA
4,Latieah Smith,14,Excelsior High,80 Meter Hurdles,Track,NA,13.12,13.34,NA,NA
5,Dodine McPherson,14,Holy Childhood,80 Meter Hurdles,Track,NA,12.86,13.79,NA,NA
6,Sashawna Lee,14,Titchfield High,80 Meter Hurdles,Track,NA,13.79,14.41,NA,NA
--,Lenarie Johnson,15,Herbert Morrison,80 Meter Hurdles,Track,NA,13.87,DNS,NA,NA
1,Andrenette Knight,14,Vere Technical,80 Meter Hurdles,Track,NA,11.88,12.09,NA,NA
2,Shanice Lewis,15,Edwin Allen High,80 Meter Hurdles,Track,NA,12.02,12.36,NA,NA
3,Jody-Kay Peterkin,15,Wolmers Girls,80 Meter Hurdles,Track,NA,12.40,12.77,NA,NA
4,Chantel Freckleton,15,Dinthill,80 Meter Hurdles,Track,NA,13.26,12.78,NA,NA
5,Kerry Nelson,15,Oberlin High,80 Meter Hurdles,Track,NA,12.57,13.01,NA,NA
6,Yasheka Leith,14,Buff Bay High,80 Meter Hurdles,Track,NA,13.71,13.74,NA,NA
--,Jenesa Pottinger,14,Holy Trinity High,80 Meter Hurdles,Track,NA,13.95,DNS,NA,NA
1,Tracy-Ann May,15,Edwin Allen High,80 Meter Hurdles,Track,NA,11.92,12.01,NA,NA
2,Samara Spencer,14,Hydel High,80 Meter Hurdles,Track,NA,12.45,12.55,NA,NA
3,Jeamine Williams,14,Immaculate Conce,80 Meter Hurdles,Track,NA,13.36,12.85,NA,NA
4,Moseha Reid,14,St. Elizabeth TE,80 Meter Hurdles,Track,NA,12.47,12.97,NA,NA
5,Shanice Johnson,15,St. Andrew High,80 Meter Hurdles,Track,NA,13.35,12.97,NA,NA
--,Savanah Thompson,15,Claude McKAY High,80 Meter Hurdles,Track,NA,14.00,DNF,NA,NA
--,Juzelle Stewart,14,St. Jago High,80 Meter Hurdles,Track,NA,12.01,DNS,NA,NA
1,Megan Simmonds,17,St. Andrew High,100 Meter Hurdles,Track,NA,13.60,14.12,NA,NA
2,Claudette Allen,16,Edwin Allen High,100 Meter Hurdles,Track,NA,14.24,14.24,NA,NA
3,Rusheen Reid,17,The Queen's School,100 Meter Hurdles,Track,NA,15.03,14.29,NA,NA
4,Cherifa Bartlet,17,St. Elizabeth TE,100 Meter Hurdles,Track,NA,14.31,14.48,NA,NA
5,Deneal Gordon,16,Wolmers Girls,100 Meter Hurdles,Track,NA,15.60,15.65,NA,NA
6,Kedeshia Sweeney,16,Buff Bay High,100 Meter Hurdles,Track,NA,15.97,15.68,NA,NA
--,Shamoya McNeil,16,Titchfield High,100 Meter Hurdles,Track,NA,null,15.85,NA,NA
1,Janieve Russel,17,Holmwood Technical,100 Meter Hurdles,Track,NA,13.79,14.18,NA,NA
2,Teriann Wiiliams,17,Edwin Allen High,100 Meter Hurdles,Track,NA,14.88,14.35,NA,NA
3,Sashel Brown,17,Convent OF Mercy,100 Meter Hurdles,Track,NA,14.31,14.62,NA,NA
4,Latanya Perry,17,Vere Technical,100 Meter Hurdles,Track,NA,14.74,14.65,NA,NA
5,Anna-Kay West,16,Manchester High,100 Meter Hurdles,Track,NA,15.83,16.32,NA,NA
6,Deveena Nation,17,Buff Bay High,100 Meter Hurdles,Track,NA,16.24,16.37,NA,NA
--,Shenelle Francis,16,St. Jago High,100 Meter Hurdles,Track,NA,13.95,DNF,NA,NA
1,Chrisdale McCarthy,17,St. Jago High,100 Meter Hurdles,Track,NA,13.85,14.22,NA,NA
2,Tatiana Wolfe,16,Convent OF Mercy,100 Meter Hurdles,Track,NA,14.12,14.85,NA,NA
3,Shay-Ann Holness,16,Manchester High,100 Meter Hurdles,Track,NA,14.64,15.18,NA,NA
4,Shanice McPherson,16,Holmwood Technical,100 Meter Hurdles,Track,NA,15.11,15.58,NA,NA
5,Chelsea Montaque,16,St. Andrew High,100 Meter Hurdles,Track,NA,16.50,15.58,NA,NA
6,Natasha Patterson,16,Wolmers Girls,100 Meter Hurdles,Track,NA,14.70,15.64,NA,NA
7,Shanice Walker,16,Vere Technical,100 Meter Hurdles,Track,NA,15.15,15.95,NA,NA
1,Tamara Moncrieffe,15,Holmwood Technical,Long Jump,Field,NA,5.66m,5.67m,NA,NA
2,Ashley Baker,14,Excelsior High,Long Jump,Field,NA,5.09m,5.55m,NA,NA
2,Shardia Lawrence,15,Vere Technical,Long Jump,Field,NA,5.22m,5.55m,NA,NA
4,Danique Bryan,15,Edwin Allen High,Long Jump,Field,NA,5.36m,5.40m,NA,NA
5,Annastacia Forrester,14,Manchester High,Long Jump,Field,NA,5.00m,5.33m,NA,NA
6,Kishna Gaye Chambers,15,St. Elizabeth TE,Long Jump,Field,NA,5.11m,5.29m,NA,NA
7,Amanda Carty,14,Hydel High,Long Jump,Field,NA,5.01m,5.25m,NA,NA
8,Danicia Grant,14,St. Jago High,Long Jump,Field,NA,5.01m,5.23m,NA,NA
9,Andriene Rose,14,Wolmers Girls,Long Jump,Field,NA,5.36m,5.05m,NA,NA
10,Rahsheda Reid,14,Meadowbrook High,Long Jump,Field,NA,4.71m,4.97m,NA,NA
11,Safia Morgan,15,Immaculate Conce,Long Jump,Field,NA,5.17m,4.95m,NA,NA
12,Romae Quarrie,14,Campion College,Long Jump,Field,NA,4.87m,4.93m,NA,NA
13,Shanae Allen,15,Hopewell High,Long Jump,Field,NA,4.83m,4.51m,NA,NA
14,Nicolette Thompson,15,Mannings High,Long Jump,Field,NA,4.54m,4.44m,NA,NA
15,Cian Smith,14,St. Hugh's High,Long Jump,Field,NA,4.60m,4.41m,NA,NA
16,Antonia Mason,14,St. Andrew High,Long Jump,Field,NA,5.05m,3.52m,NA,NA
--,Shanae Levy,15,Spalding High,Long Jump,Field,NA,4.58m,DNS,NA,NA
--,Chevanese Burke,15,Yallahs High,Long Jump,Field,NA,4.75m,DNS,NA,NA
--,Petrona McDonald,15,Grange Hill High,Long Jump,Field,NA,4.45m,DNS,NA,NA
1,Samara Spencer,14,Hydel High,Long Jump,Field,NA,5.08m,5.61m,NA,NA
2,Shanice Lewis,15,Edwin Allen High,Long Jump,Field,NA,5.16m,5.55m,NA,NA
3,Oweneika Watson,15,Buff Bay High,Long Jump,Field,NA,5.32m,5.44m,NA,NA
4,Jehvannia Vidal-Whyte,15,Vere Technical,Long Jump,Field,NA,5.25m,5.43m,NA,NA
5,Tashay Hunter,15,Donald Quarrie,Long Jump,Field,NA,5.27m,5.40m,NA,NA
6,Latavia Coombs,15,Holmwood Technical,Long Jump,Field,NA,5.23m,5.29m,NA,NA
7,Shanique Wright,14,Manchester High,Long Jump,Field,NA,5.02m,5.20m,NA,NA
8,Kerrian Gocoul,15,Wolmers Girls,Long Jump,Field,NA,5.43m,5.18m,NA,NA
9,Tash-Na Miller,14,Excelsior High,Long Jump,Field,NA,5.06m,5.16m,NA,NA
10,Trishauna Miller,15,Guy's Hill High,Long Jump,Field,NA,4.76m,4.95m,NA,NA
11,Shantal Morgan,15,Titchfield High,Long Jump,Field,NA,4.78m,4.83m,NA,NA
12,Afiya Dacres,14,St. Andrew High,Long Jump,Field,NA,4.95m,4.81m,NA,NA
13,Shanel Williams,15,Camperdown High,Long Jump,Field,NA,4.56m,4.75m,NA,NA
14,Jessica Noble,14,The Queen's School,Long Jump,Field,NA,5.09m,4.71m,NA,NA
15,Cadine Earle,15,William Knibb High,Long Jump,Field,NA,4.57m,4.61m,NA,NA
16,Fiona Jackson,14,Herbert Morrison,Long Jump,Field,NA,4.62m,4.49m,NA,NA
--,Abigail Bryan,14,St. Jago High,Long Jump,Field,NA,4.70m,DNS,NA,NA
--,Moneta Felis,15,Vauxhall High,Long Jump,Field,NA,4.93m,DNS,NA,NA
1,Tonique Sobah,19,St. Jago High,100 Meter Hurdles,Track,NA,13.55,14.24,NA,NA
2,Adriana Brown,18,Manchester High,100 Meter Hurdles,Track,NA,15.01,14.50,NA,NA
3,Halle Green,18,The Queen's School,100 Meter Hurdles,Track,NA,14.40,14.68,NA,NA
4,Keenan Davis,18,Edwin Allen High,100 Meter Hurdles,Track,NA,14.32,14.98,NA,NA
5,Aeshia Vaughns,19,Holmwood Technical,100 Meter Hurdles,Track,NA,16.70,18.03,NA,NA
--,Ackeisha Burnett,18,Wolmers Girls,100 Meter Hurdles,Track,NA,15.56,DNS,NA,NA
1,Kimberly Golding,18,Convent OF Mercy,100 Meter Hurdles,Track,NA,14.12,14.19,NA,NA
2,Anna Kay James,19,St. Jago High,100 Meter Hurdles,Track,NA,14.20,14.80,NA,NA
3,Rochelle Williams,19,Holmwood Technical,100 Meter Hurdles,Track,NA,14.84,15.19,NA,NA
4,Jami-Lee Gordon,18,Manchester High,100 Meter Hurdles,Track,NA,15.93,16.18,NA,NA
5,Toni-Ann Moore,19,Camperdown High,100 Meter Hurdles,Track,NA,14.58,16.20,NA,NA
--,Shanice Grant,18,Wolmers Girls,100 Meter Hurdles,Track,NA,16.68,DNS,NA,NA
1,Michael Ohara,14,Calabar High,100 Meter Hurdles,Track,NA,13.63,14.01,NA,NA
2,Shaquille Shaw,14,Kingston College,100 Meter Hurdles,Track,NA,14.27,14.50,NA,NA
3,Khori Bennett,13,Wolmers' Boys,100 Meter Hurdles,Track,NA,14.83,14.62,NA,NA
4,Tarique Henry,14,Jamaica College,100 Meter Hurdles,Track,NA,14.92,14.77,NA,NA
5,Keno Munroe,14,St. Jago High,100 Meter Hurdles,Track,NA,14.65,14.80,NA,NA
6,Nicholas Alexander,13,Manchester High,100 Meter Hurdles,Track,NA,15.08,15.12,NA,NA
7,Duran Crooks,14,Munro College,100 Meter Hurdles,Track,NA,14.37,15.24,NA,NA
1,Jaheel Hyde,14,Wolmers' Boys,100 Meter Hurdles,Track,NA,13.91,14.02,NA,NA
2,Jordan Chin,14,St. Jago High,100 Meter Hurdles,Track,NA,14.52,14.23,NA,NA
3,Shamar Morrison,14,Jamaica College,100 Meter Hurdles,Track,NA,14.98,14.66,NA,NA
4,Seanie Selvin,14,Calabar High,100 Meter Hurdles,Track,NA,14.23,15.03,NA,NA
5,Sean Wright,14,Kingston College,100 Meter Hurdles,Track,NA,15.67,15.13,NA,NA
6,Brandon Drummond,14,Munro College,100 Meter Hurdles,Track,NA,15.76,15.76,NA,NA
7,Odane McHAYLE,14,Herbert Morrison,100 Meter Hurdles,Track,NA,16.03,15.77,NA,NA
1,Serena Canegan,19,Vere Technical,High Jump Heptathlon Heptathlon,NA,NA,null,1.63m,null,77
1,Tonique Sobah,19,St. Jago High,High Jump Heptathlon Heptathlon,NA,NA,null,1.63m,null,77
3,Shanice Grant,18,Wolmers Girls,High Jump Heptathlon Heptathlon,NA,NA,null,1.60m,null,73
3,Rashema Briscoe,17,Edwin Allen High,High Jump Heptathlon Heptathlon,NA,NA,null,1.60m,null,73
5,Gleneve Grange,16,Holmwood Technical,High Jump Heptathlon Heptathlon,NA,NA,null,1.57m,null,70
5,Lexanna Morgan,17,Convent OF Mercy,High Jump Heptathlon Heptathlon,NA,NA,null,1.57m,null,70
7,Georgia Williams,17,St. Andrew High,High Jump Heptathlon Heptathlon,NA,NA,null,1.54m,null,66
8,Trudy McCalla,17,Oberlin High,High Jump Heptathlon Heptathlon,NA,NA,null,1.51m,null,63
--,Nicola Dixon,17,Glengoffe High,High Jump Heptathlon Heptathlon,NA,NA,null,DNS,null,null
1,Kemar Williams,16,Calabar High,110 Meter Hurdles,Track,NA,14.14,14.44,NA,NA
2,Tyler Mason,16,Jamaica College,110 Meter Hurdles,Track,NA,14.41,14.54,NA,NA
3,Maurice McINTOSH,15,St. Elizabeth TE,110 Meter Hurdles,Track,NA,14.30,14.72,NA,NA
